,DrugName,ActiveIngredient
4633,NORCEPT-E 1/35 28,ETHINYL ESTRADIOL; NORETHINDRONE
4634,ENULOSE,LACTULOSE
4635,DANAZOL,DANAZOL
4636,DESIPRAMINE HYDROCHLORIDE,DESIPRAMINE HYDROCHLORIDE
4637,CYCLOBENZAPRINE HYDROCHLORIDE,CYCLOBENZAPRINE HYDROCHLORIDE
4638,CHOLYBAR,CHOLESTYRAMINE
4639,FENOPROFEN CALCIUM,FENOPROFEN CALCIUM
4640,PRAZOSIN HYDROCHLORIDE,PRAZOSIN HYDROCHLORIDE
4641,IBUPRIN,IBUPROFEN
4642,GEN-XENE,CLORAZEPATE DIPOTASSIUM
4643,FOAMCOAT,ALUMINUM HYDROXIDE; MAGNESIUM TRISILICATE
4644,SULINDAC,SULINDAC
4645,TRIPROLIDINE AND PSEUDOEPHEDRINE HYDROCHLORIDES,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
4646,UROPLUS SS,SULFAMETHOXAZOLE; TRIMETHOPRIM
4647,UROPLUS DS,SULFAMETHOXAZOLE; TRIMETHOPRIM
4648,GENERLAC,LACTULOSE
4649,MAPROTILINE HYDROCHLORIDE,MAPROTILINE HYDROCHLORIDE
4650,KETAMINE HCL,KETAMINE HYDROCHLORIDE
4651,FENTANYL CITRATE AND DROPERIDOL,DROPERIDOL; FENTANYL CITRATE
4652,PROMETA,METAPROTERENOL SULFATE
4653,DERMABET,BETAMETHASONE VALERATE
4654,HALOPERIDOL INTENSOL,HALOPERIDOL LACTATE
4655,PANCURONIUM BROMIDE,PANCURONIUM BROMIDE
4656,LOXAPINE SUCCINATE,LOXAPINE SUCCINATE
4657,TAB-PROFEN,IBUPROFEN
4658,CAP-PROFEN,IBUPROFEN
4659,ALBUTEROL SULFATE,ALBUTEROL SULFATE
4660,MILOPHENE,CLOMIPHENE CITRATE
4661,MICRODERM,CHLORHEXIDINE GLUCONATE
4662,ALBUTEROL,ALBUTEROL
4663,TRIMETH/SULFA,SULFAMETHOXAZOLE; TRIMETHOPRIM
4664,PREVACARE R,CHLORHEXIDINE GLUCONATE
4665,ATENOLOL AND CHLORTHALIDONE,ATENOLOL; CHLORTHALIDONE
4666,ATENOLOL,ATENOLOL
4667,GLYCOPREP,POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS
4668,DUPHALAC,LACTULOSE
4669,PORTALAC,LACTULOSE
4670,NIFEDIPINE,NIFEDIPINE
4671,AMOXAPINE,AMOXAPINE
4672,K-LEASE,POTASSIUM CHLORIDE
4673,FLUOCINONIDE EMULSIFIED BASE,FLUOCINONIDE
4674,CLOTRIMAZOLE,CLOTRIMAZOLE
4675,SILPHEN,DIPHENHYDRAMINE HYDROCHLORIDE
4676,FOAMICON,ALUMINUM HYDROXIDE; MAGNESIUM TRISILICATE
4677,NORTREL 0.5/35-21,ETHINYL ESTRADIOL; NORETHINDRONE
4678,NORTREL 1/35-21,ETHINYL ESTRADIOL; NORETHINDRONE
4679,GENCEPT 10/11-21,ETHINYL ESTRADIOL; NORETHINDRONE
4680,NORTREL 0.5/35-28,ETHINYL ESTRADIOL; NORETHINDRONE
4681,NORTREL 1/35-28,ETHINYL ESTRADIOL; NORETHINDRONE
4682,GENCEPT 10/11-28,ETHINYL ESTRADIOL; NORETHINDRONE
4683,ZOVIA 1/35E-21,ETHINYL ESTRADIOL; ETHYNODIOL DIACETATE
4684,ZOVIA 1/35E-28,ETHINYL ESTRADIOL; ETHYNODIOL DIACETATE
4685,ZOVIA 1/50E-21,ETHINYL ESTRADIOL; ETHYNODIOL DIACETATE
4686,ZOVIA 1/50E-28,ETHINYL ESTRADIOL; ETHYNODIOL DIACETATE
4687,LORAZEPAM INTENSOL,LORAZEPAM
4688,GEMFIBROZIL,GEMFIBROZIL
4689,METOCLOPRAMIDE INTENSOL,METOCLOPRAMIDE HYDROCHLORIDE
4690,CINOXACIN,CINOXACIN
4691,CLEMASTINE FUMARATE,CLEMASTINE FUMARATE
4692,PEG-LYTE,POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS
4693,GYNIX,CLOTRIMAZOLE
4694,PREVALITE,CHOLESTYRAMINE
4695,METOPROLOL TARTRATE,METOPROLOL TARTRATE
4696,TOLMETIN SODIUM,TOLMETIN SODIUM
4697,CARBIDOPA AND LEVODOPA,CARBIDOPA; LEVODOPA
4698,E-Z SCRUB,CHLORHEXIDINE GLUCONATE
4699,CO-LAV,POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS
4700,GO-EVAC,POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS
4701,DESOXIMETASONE,DESOXIMETASONE
4702,PENTACARINAT,PENTAMIDINE ISETHIONATE
4703,PENTAMIDINE ISETHIONATE,PENTAMIDINE ISETHIONATE
4704,THIOTHIXENE HYDROCHLORIDE INTENSOL,THIOTHIXENE HYDROCHLORIDE
4705,EVALOSE,LACTULOSE
4706,HEPTALAC,LACTULOSE
4707,MICONAZOLE NITRATE,MICONAZOLE NITRATE
4708,KETOPROFEN,KETOPROFEN
4709,DOXAPRAM HYDROCHLORIDE,DOXAPRAM HYDROCHLORIDE
4710,PIROXICAM,PIROXICAM
4711,NORTRIPTYLINE HYDROCHLORIDE,NORTRIPTYLINE HYDROCHLORIDE
4712,DIFLUNISAL,DIFLUNISAL
4713,EMVERM,MEBENDAZOLE
4714,LEVORA 0.15/30-21,ETHINYL ESTRADIOL; LEVONORGESTREL
4715,LEVORA 0.15/30-28,ETHINYL ESTRADIOL; LEVONORGESTREL
4716,PINDOLOL,PINDOLOL
4717,SULFACETAMIDE SODIUM AND PREDNISOLONE SODIUM PHOSPHATE,PREDNISOLONE SODIUM PHOSPHATE; SULFACETAMIDE SODIUM
4718,DIPIVEFRIN HYDROCHLORIDE,DIPIVEFRIN HYDROCHLORIDE
4719,NITROFURANTOIN,"NITROFURANTOIN, MACROCRYSTALLINE"
4720,CARBASTAT,CARBACHOL
4721,ACILAC,LACTULOSE
4722,LAXILOSE,LACTULOSE
4723,CALCITONIN-SALMON,CALCITONIN SALMON
4724,PERIOGARD,CHLORHEXIDINE GLUCONATE
4725,CIMETIDINE HYDROCHLORIDE,CIMETIDINE HYDROCHLORIDE
4726,ACEBUTOLOL HYDROCHLORIDE,ACEBUTOLOL HYDROCHLORIDE
4727,RANITIDINE HYDROCHLORIDE,RANITIDINE HYDROCHLORIDE
4728,GUANABENZ ACETATE,GUANABENZ ACETATE
4729,TRIAZOLAM,TRIAZOLAM
4730,ALPRAZOLAM,ALPRAZOLAM
4731,AZATHIOPRINE,AZATHIOPRINE
4732,DOBUTAMINE HYDROCHLORIDE,DOBUTAMINE HYDROCHLORIDE
4733,CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE
4734,ISOFLURANE,ISOFLURANE
4735,CIMETIDINE,CIMETIDINE
4736,NAPROXEN,NAPROXEN
4737,CIPROFLOXACIN HYDROCHLORIDE,CIPROFLOXACIN HYDROCHLORIDE
4738,BUPRENORPHINE HYDROCHLORIDE,BUPRENORPHINE HYDROCHLORIDE
4739,GUANFACINE HYDROCHLORIDE,GUANFACINE HYDROCHLORIDE
4740,BUMETANIDE,BUMETANIDE
4741,MICONAZOLE 7,MICONAZOLE NITRATE
4742,TOPOSAR,ETOPOSIDE
4743,NADOLOL,NADOLOL
4744,CROMOLYN SODIUM,CROMOLYN SODIUM
4745,CORMAX,CLOBETASOL PROPIONATE
4746,EMBELINE,CLOBETASOL PROPIONATE
4747,GLIPIZIDE,GLIPIZIDE
4748,ETOPOSIDE,ETOPOSIDE
4749,BUSPIRONE HYDROCHLORIDE,BUSPIRONE HYDROCHLORIDE
4750,CIMETIDINE HYDROCHLORIDE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,CIMETIDINE HYDROCHLORIDE
4751,LEVORPHANOL TARTRATE,LEVORPHANOL TARTRATE
4752,INDAPAMIDE,INDAPAMIDE
4753,LEVOBUNOLOL HYDROCHLORIDE,LEVOBUNOLOL HYDROCHLORIDE
4754,TRIFLURIDINE,TRIFLURIDINE
4755,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE
4756,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE
4757,CAPTOPRIL,CAPTOPRIL
4758,VECURONIUM BROMIDE,VECURONIUM BROMIDE
4759,PASER,AMINOSALICYLIC ACID
4760,CHOLESTYRAMINE,CHOLESTYRAMINE
4761,CHOLESTYRAMINE LIGHT,CHOLESTYRAMINE
4762,FLURBIPROFEN,FLURBIPROFEN
4763,"BUTALBITAL, ASPIRIN, CAFFEINE, AND CODEINE PHOSPHATE",ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE
4764,CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE
4765,PRIMSOL,TRIMETHOPRIM HYDROCHLORIDE
4766,MEXILETINE HYDROCHLORIDE,MEXILETINE HYDROCHLORIDE
4767,AKPRO,DIPIVEFRIN HYDROCHLORIDE
4768,GLYBURIDE,GLYBURIDE
4769,SUFENTANIL CITRATE,SUFENTANIL CITRATE
4770,AZATHIOPRINE SODIUM,AZATHIOPRINE SODIUM
4771,PENTOXIFYLLINE,PENTOXIFYLLINE
4772,CROLOM,CROMOLYN SODIUM
4773,FLURBIPROFEN SODIUM,FLURBIPROFEN SODIUM
4774,HYDROXYUREA,HYDROXYUREA
4775,HYDROCORTISONE VALERATE,HYDROCORTISONE VALERATE
4776,MINOXIDIL (FOR MEN),MINOXIDIL
4777,NICOTINE POLACRILEX,NICOTINE POLACRILEX
4778,SULSTER,PREDNISOLONE SODIUM PHOSPHATE; SULFACETAMIDE SODIUM
4779,METROMIDOL,METRONIDAZOLE
4780,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE
4781,HALOPERIDOL LACTATE,HALOPERIDOL LACTATE
4782,TRIVORA-21,ETHINYL ESTRADIOL; LEVONORGESTREL
4783,TRIVORA-28,ETHINYL ESTRADIOL; LEVONORGESTREL
4784,CLOZAPINE,CLOZAPINE
4785,ACYCLOVIR,ACYCLOVIR
4786,LOCHOLEST,CHOLESTYRAMINE
4787,LOCHOLEST LIGHT,CHOLESTYRAMINE
4788,IBUPROHM COLD AND SINUS,IBUPROFEN; PSEUDOEPHEDRINE HYDROCHLORIDE
4789,CLONAZEPAM,CLONAZEPAM
4790,DESMOPRESSIN ACETATE PRESERVATIVE FREE,DESMOPRESSIN ACETATE
4791,M-ZOLE 7 DUAL PACK,MICONAZOLE NITRATE
4792,ETOMIDATE,ETOMIDATE
4793,ACYCLOVIR SODIUM,ACYCLOVIR SODIUM
4794,NICOTINE,NICOTINE
4795,AMRINONE LACTATE,INAMRINONE LACTATE
4796,BUTORPHANOL TARTRATE PRESERVATIVE FREE,BUTORPHANOL TARTRATE
4797,IOPAMIDOL,IOPAMIDOL
4798,BROMOCRIPTINE MESYLATE,BROMOCRIPTINE MESYLATE
4799,ATRACURIUM BESYLATE,ATRACURIUM BESYLATE
4800,ATRACURIUM BESYLATE PRESERVATIVE FREE,ATRACURIUM BESYLATE
4801,IOPAMIDOL-200 IN PLASTIC CONTAINER,IOPAMIDOL
4802,IOPAMIDOL-250 IN PLASTIC CONTAINER,IOPAMIDOL
4803,IOPAMIDOL-300 IN PLASTIC CONTAINER,IOPAMIDOL
4804,IOPAMIDOL-370 IN PLASTIC CONTAINER,IOPAMIDOL
4805,IOPAMIDOL-300,IOPAMIDOL
4806,"ORPHENADRINE CITRATE, ASPIRIN, AND CAFFEINE",ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE
4807,IOPAMIDOL-250,IOPAMIDOL
4808,IOPAMIDOL-370,IOPAMIDOL
4809,FLUCONAZOLE,FLUCONAZOLE
4810,ACETAMINOPHEN AND PENTAZOCINE HYDROCHLORIDE,ACETAMINOPHEN; PENTAZOCINE HYDROCHLORIDE
4811,PROPOFOL,PROPOFOL
4812,KLOR-CON M20,POTASSIUM CHLORIDE
4813,KLOR-CON M10,POTASSIUM CHLORIDE
4814,KLOR-CON M15,POTASSIUM CHLORIDE
4815,LEUPROLIDE ACETATE,LEUPROLIDE ACETATE
4816,MINOXIDIL (FOR WOMEN),MINOXIDIL
4817,NALOXONE HYDROCHLORIDE AND PENTAZOCINE HYDROCHLORIDE,NALOXONE HYDROCHLORIDE; PENTAZOCINE HYDROCHLORIDE
4818,CARTIA XT,DILTIAZEM HYDROCHLORIDE
4819,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE
4820,IPRATROPIUM BROMIDE,IPRATROPIUM BROMIDE
4821,AKBETA,LEVOBUNOLOL HYDROCHLORIDE
4822,LABETALOL HYDROCHLORIDE,LABETALOL HYDROCHLORIDE
4823,CAPTOPRIL AND HYDROCHLOROTHIAZIDE,CAPTOPRIL; HYDROCHLOROTHIAZIDE
4824,RANITIDINE,RANITIDINE
4825,FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE
4826,FLUNISOLIDE,FLUNISOLIDE
4827,PERMETHRIN,PERMETHRIN
4828,HALOPERIDOL DECANOATE,HALOPERIDOL DECANOATE
4829,ALPROSTADIL,ALPROSTADIL
4830,INVAGESIC,ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE
4831,INVAGESIC FORTE,ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE
4832,ESTAZOLAM,ESTAZOLAM
4833,ETODOLAC,ETODOLAC
4834,TRETINOIN,TRETINOIN
4835,IOPAMIDOL-200,IOPAMIDOL
4836,ACYCLOVIR IN SODIUM CHLORIDE 0.9% PRESERVATIVE FREE,ACYCLOVIR SODIUM
4837,PHRENILIN WITH CAFFEINE AND CODEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE
4838,NALTREXONE HYDROCHLORIDE,NALTREXONE HYDROCHLORIDE
4839,M-ZOLE 3 COMBINATION PACK,MICONAZOLE NITRATE
4840,CHILDREN'S IBUPROFEN,IBUPROFEN
4841,PENTOXIL,PENTOXIFYLLINE
4842,KETOCONAZOLE,KETOCONAZOLE
4843,PEMOLINE,PEMOLINE
4844,ISOSORBIDE MONONITRATE,ISOSORBIDE MONONITRATE
4845,BUTORPHANOL TARTRATE,BUTORPHANOL TARTRATE
4846,ENALAPRIL MALEATE,ENALAPRIL MALEATE
4847,FAMOTIDINE,FAMOTIDINE
4848,CROMOPTIC,CROMOLYN SODIUM
4849,TICLOPIDINE HYDROCHLORIDE,TICLOPIDINE HYDROCHLORIDE
4850,ETHAMBUTOL HYDROCHLORIDE,ETHAMBUTOL HYDROCHLORIDE
4851,CODAMINE,HYDROCODONE BITARTRATE; PHENYLPROPANOLAMINE HYDROCHLORIDE
4852,ACYCLOVIR,ACYCLOVIR SODIUM
4853,ORAPRED,PREDNISOLONE SODIUM PHOSPHATE
4854,AFEDITAB CR,NIFEDIPINE
4855,PACERONE,AMIODARONE HYDROCHLORIDE
4856,ORPHENGESIC,ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE
4857,ORPHENGESIC FORTE,ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE
4858,DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM
4859,PSEUDOEPHEDRINE HYDROCHLORIDE,PSEUDOEPHEDRINE HYDROCHLORIDE
4860,MIDAZOLAM HYDROCHLORIDE,MIDAZOLAM HYDROCHLORIDE
4861,COLOCORT,HYDROCORTISONE
4862,NABUMETONE,NABUMETONE
4863,PACLITAXEL,PACLITAXEL
4864,DIFLORASONE DIACETATE,DIFLORASONE DIACETATE
4865,PROPAFENONE HYDROCHLORIDE,PROPAFENONE HYDROCHLORIDE
4866,CYTOSAR-U,CYTARABINE
4867,ALFENTANIL,ALFENTANIL HYDROCHLORIDE
4868,AZASAN,AZATHIOPRINE
4869,DESOGESTREL AND ETHINYL ESTRADIOL,DESOGESTREL; ETHINYL ESTRADIOL
4870,LOW-OGESTREL-21,ETHINYL ESTRADIOL; NORGESTREL
4871,LOW-OGESTREL-28,ETHINYL ESTRADIOL; NORGESTREL
4872,FLUTAMIDE,FLUTAMIDE
4873,LOVASTATIN,LOVASTATIN
4874,BUPROPION HYDROCHLORIDE,BUPROPION HYDROCHLORIDE
4875,CARDIOPLEGIC IN PLASTIC CONTAINER,CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
4876,EMBELINE E,CLOBETASOL PROPIONATE
4877,MICONAZOLE NITRATE COMBINATION PACK,MICONAZOLE NITRATE
4878,GABAPENTIN,GABAPENTIN
4879,DOXAZOSIN MESYLATE,DOXAZOSIN MESYLATE
4880,PAROXETINE HYDROCHLORIDE,PAROXETINE HYDROCHLORIDE
4881,JUNIOR STRENGTH IBUPROFEN,IBUPROFEN
4882,BETAXOLOL HYDROCHLORIDE,BETAXOLOL HYDROCHLORIDE
4883,TAZTIA XT,DILTIAZEM HYDROCHLORIDE
4884,CLADRIBINE,CLADRIBINE
4885,OGESTREL 0.5/50-21,ETHINYL ESTRADIOL; NORGESTREL
4886,OGESTREL 0.5/50-28,ETHINYL ESTRADIOL; NORGESTREL
4887,CLOBETASOL PROPIONATE (EMOLLIENT),CLOBETASOL PROPIONATE
4888,MINOXIDIL EXTRA STRENGTH (FOR MEN),MINOXIDIL
4889,FLECAINIDE ACETATE,FLECAINIDE ACETATE
4890,ENALAPRILAT,ENALAPRILAT
4891,NIZATIDINE,NIZATIDINE
4892,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,BISOPROLOL FUMARATE; HYDROCHLOROTHIAZIDE
4893,BISOPROLOL FUMARATE,BISOPROLOL FUMARATE
4894,CARTEOLOL HYDROCHLORIDE,CARTEOLOL HYDROCHLORIDE
4895,NORTREL 7/7/7,ETHINYL ESTRADIOL; NORETHINDRONE
4896,FAMOTIDINE PRESERVATIVE FREE,FAMOTIDINE
4897,SORINE,SOTALOL HYDROCHLORIDE
4898,CLOTRIMAZOLE AND BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE; CLOTRIMAZOLE
4899,BALANCED SALT,CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE
4900,QUINAPRIL HYDROCHLORIDE,QUINAPRIL HYDROCHLORIDE
4901,MILRINONE LACTATE IN DEXTROSE 5% IN PLASTIC CONTAINER,MILRINONE LACTATE
4902,URSODIOL,URSODIOL
4903,CLOMIPHENE CITRATE,CLOMIPHENE CITRATE
4904,MILRINONE LACTATE,MILRINONE LACTATE
4905,METOLAZONE,METOLAZONE
4906,MICROGESTIN FE 1.5/30,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
4907,MICROGESTIN 1.5/30,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
4908,LEVOCARNITINE,LEVOCARNITINE
4909,AMMONIUM LACTATE,AMMONIUM LACTATE
4910,IBUPROFEN AND PSEUDOEPHEDRINE HYDROCHLORIDE,IBUPROFEN; PSEUDOEPHEDRINE HYDROCHLORIDE
4911,FAMOTIDINE PRESERVATIVE FREE IN PLASTIC CONTAINER,FAMOTIDINE
4912,PODOFILOX,PODOFILOX
4913,AMINOCAPROIC,AMINOCAPROIC ACID
4914,"BUTALBITAL, ACETAMINOPHEN, CAFFEINE AND CODEINE PHOSPHATE",ACETAMINOPHEN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE
4915,ENALAPRIL MALEATE AND HYDROCHLOROTHIAZIDE,ENALAPRIL MALEATE; HYDROCHLOROTHIAZIDE
4916,METHYLIN ER,METHYLPHENIDATE HYDROCHLORIDE
4917,KETOZOLE,KETOCONAZOLE
4918,MICROGESTIN FE 1/20,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
4919,MICROGESTIN 1/20,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
4920,FLUOXETINE,FLUOXETINE HYDROCHLORIDE
4921,LORATADINE AND PSEUDOEPHEDRINE SULFATE,LORATADINE; PSEUDOEPHEDRINE SULFATE
4922,ALENDRONATE SODIUM,ALENDRONATE SODIUM
4923,SERTRALINE HYDROCHLORIDE,SERTRALINE HYDROCHLORIDE
4924,METIPRANOLOL,METIPRANOLOL HYDROCHLORIDE
4925,MESNA,MESNA
4926,LISINOPRIL,LISINOPRIL
4927,CALCITRIOL,CALCITRIOL
4928,FENOFIBRATE (MICRONIZED),FENOFIBRATE
4929,OFLOXACIN,OFLOXACIN
4930,NEFAZODONE HYDROCHLORIDE,NEFAZODONE HYDROCHLORIDE
4931,LISINOPRIL AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; LISINOPRIL
4932,"ACETAMINOPHEN, ASPIRIN AND CAFFEINE",ACETAMINOPHEN; ASPIRIN; CAFFEINE
4933,AVIANE-28,ETHINYL ESTRADIOL; LEVONORGESTREL
4934,AVIANE-21,ETHINYL ESTRADIOL; LEVONORGESTREL
4935,ETIDRONATE DISODIUM,ETIDRONATE DISODIUM
4936,LESSINA-21,ETHINYL ESTRADIOL; LEVONORGESTREL
4937,LESSINA-28,ETHINYL ESTRADIOL; LEVONORGESTREL
4938,SPRINTEC,ETHINYL ESTRADIOL; NORGESTIMATE
4939,TRI-SPRINTEC,ETHINYL ESTRADIOL; NORGESTIMATE
4940,ENPRESSE-21,ETHINYL ESTRADIOL; LEVONORGESTREL
4941,ENPRESSE-28,ETHINYL ESTRADIOL; LEVONORGESTREL
4942,CRYSELLE,ETHINYL ESTRADIOL; NORGESTREL
4943,OXAPROZIN,OXAPROZIN
4944,MIDAZOLAM HYDROCHLORIDE PRESERVATIVE FREE,MIDAZOLAM HYDROCHLORIDE
4945,LEVONORGESTREL AND ETHINYL ESTRADIOL,ETHINYL ESTRADIOL; LEVONORGESTREL
4946,KARIVA,DESOGESTREL; ETHINYL ESTRADIOL
4947,PORTIA-21,ETHINYL ESTRADIOL; LEVONORGESTREL
4948,PORTIA-28,ETHINYL ESTRADIOL; LEVONORGESTREL
4949,IFOSFAMIDE/MESNA KIT,IFOSFAMIDE; MESNA
4950,TERBUTALINE SULFATE,TERBUTALINE SULFATE
4951,PREMASOL 6% IN PLASTIC CONTAINER,AMINO ACIDS
4952,PREMASOL 10% IN PLASTIC CONTAINER,AMINO ACIDS
4953,FLUVOXAMINE MALEATE,FLUVOXAMINE MALEATE
4954,SEVOFLURANE,SEVOFLURANE
4955,FELODIPINE,FELODIPINE
4956,TIOCONAZOLE,TIOCONAZOLE
4957,RIMANTADINE HYDROCHLORIDE,RIMANTADINE HYDROCHLORIDE
4958,MOMETASONE FUROATE,MOMETASONE FUROATE
4959,STRONTIUM CHLORIDE SR-89,STRONTIUM CHLORIDE SR-89
4960,AMNESTEEM,ISOTRETINOIN
4961,NORETHINDRONE ACETATE,NORETHINDRONE ACETATE
4962,OCTREOTIDE ACETATE,OCTREOTIDE ACETATE
4963,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE
4964,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE
4965,VINORELBINE TARTRATE,VINORELBINE TARTRATE
4966,OLANZAPINE,OLANZAPINE
4967,ECONAZOLE NITRATE,ECONAZOLE NITRATE
4968,BUPIVACAINE HYDROCHLORIDE PRESERVATIVE FREE,BUPIVACAINE HYDROCHLORIDE
4969,DEFEROXAMINE MESYLATE,DEFEROXAMINE MESYLATE
4970,HYDROCODONE BITARTRATE AND IBUPROFEN,HYDROCODONE BITARTRATE; IBUPROFEN
4971,LOPERAMIDE HYDROCHLORIDE AND SIMETHICONE,LOPERAMIDE HYDROCHLORIDE; SIMETHICONE
4972,SOTRET,ISOTRETINOIN
4973,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM
4974,PERGOLIDE MESYLATE,PERGOLIDE MESYLATE
4975,ZOLPIDEM TARTRATE,ZOLPIDEM TARTRATE
4976,JUNEL FE 1.5/30,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
4977,AMCINONIDE,AMCINONIDE
4978,DEXRAZOXANE HYDROCHLORIDE,DEXRAZOXANE HYDROCHLORIDE
4979,IFOSFAMIDE,IFOSFAMIDE
4980,JUNEL FE 1/20,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
4981,FLUCONAZOLE IN SODIUM CHLORIDE 0.9%,FLUCONAZOLE
4982,CIPROFLOXACIN,CIPROFLOXACIN
4983,MISOPROSTOL,MISOPROSTOL
4984,CARBOPLATIN,CARBOPLATIN
4985,ITRACONAZOLE,ITRACONAZOLE
4986,TRI-LEGEST FE,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
4987,TORSEMIDE,TORSEMIDE
4988,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE
4989,MIRTAZAPINE,MIRTAZAPINE
4990,VOSPIRE ER,ALBUTEROL SULFATE
4991,CLARAVIS,ISOTRETINOIN
4992,FOSINOPRIL SODIUM,FOSINOPRIL SODIUM
4993,DILT-CD,DILTIAZEM HYDROCHLORIDE
4994,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE
4995,FEXOFENADINE HYDROCHLORIDE,FEXOFENADINE HYDROCHLORIDE
4996,RILUZOLE,RILUZOLE
4997,CAMILA,NORETHINDRONE
4998,ONDANSETRON HYDROCHLORIDE,ONDANSETRON HYDROCHLORIDE
4999,DIMETHYL SULFOXIDE,DIMETHYL SULFOXIDE
5000,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM
5001,RIBAVIRIN,RIBAVIRIN
5002,BALZIVA-21,ETHINYL ESTRADIOL; NORETHINDRONE
5003,RIBASPHERE,RIBAVIRIN
5004,MOEXIPRIL HYDROCHLORIDE,MOEXIPRIL HYDROCHLORIDE
5005,LATANOPROST,LATANOPROST
5006,NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
5007,GANCICLOVIR SODIUM,GANCICLOVIR SODIUM
5008,ERRIN,NORETHINDRONE
5009,RISPERIDONE,RISPERIDONE
5010,FLAVOXATE HYDROCHLORIDE,FLAVOXATE HYDROCHLORIDE
5011,FEXOFENADINE HYDROCHLORIDE AND PSEUDOEPHEDRINE HYDROCHLORIDE,FEXOFENADINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE
5012,BALZIVA-28,ETHINYL ESTRADIOL; NORETHINDRONE
5013,THEROXIDIL,MINOXIDIL
5014,NIACIN,NIACIN
5015,BRIMONIDINE TARTRATE,BRIMONIDINE TARTRATE
5016,FLUMAZENIL,FLUMAZENIL
5017,FENTANYL-25,FENTANYL
5018,FENTANYL-50,FENTANYL
5019,FENTANYL-75,FENTANYL
5020,FENTANYL-100,FENTANYL
5021,FENTANYL-12,FENTANYL
5022,FENTANYL-37,FENTANYL
5023,FENTANYL-62,FENTANYL
5024,FENTANYL-87,FENTANYL
5025,CLOPIDOGREL BISULFATE,CLOPIDOGREL BISULFATE
5026,LEVOFLOXACIN,LEVOFLOXACIN
5027,TIZANIDINE HYDROCHLORIDE,TIZANIDINE HYDROCHLORIDE
5028,LIDOCAINE AND PRILOCAINE,LIDOCAINE; PRILOCAINE
5029,VALPROATE SODIUM,VALPROATE SODIUM
5030,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE
